timestamp,hour,day_of_week,month,week_of_year,is_holiday,is_weekend,temperature,demand_base,demand,temp_squared,temp_cubed,battery_charge,battery_discharge,battery_soc,net_demand,demand_24h,net_demand_24h,demand_15d,net_demand_15d
2022-01-01T00:00:00.0,0,6,1,52,true,true,0.07168236949860426,250.62957237820754,255.86890027066394,0.0051383620969344315,0.00036832997045007694,0.0,0.0,50.0,255.86890027066394,270.38018461223487,270.38018461223487,279.4297988718516,279.4297988718516
2022-01-01T01:00:00.0,1,6,1,52,true,true,0.41042897370210846,241.2529901625275,245.43787812561266,0.16845194245416603,0.06913755785959,0.0,0.0,50.0,245.43787812561266,267.19123636250646,267.19123636250646,278.80069795630124,278.80069795630124
2022-01-01T02:00:00.0,2,6,1,52,true,true,1.1272909112977296,233.28152551892225,233.05775659764308,1.2707847986944658,1.4325441537835863,20.0,0.0,70.0,253.05775659764308,261.74211732387454,261.74211732387454,269.6423068503995,269.6423068503995
2022-01-01T03:00:00.0,3,6,1,52,true,true,2.9283293460530375,225.97515840840958,218.87772414002336,8.57511275895541,25.110754337762952,20.0,0.0,90.0,238.87772414002336,249.2856336183771,249.2856336183771,258.04499142912323,258.04499142912323
2022-01-01T04:00:00.0,4,6,1,52,true,true,4.756978777985777,221.41946325168482,229.81618988849803,22.62884709420706,107.6449453974281,10.0,0.0,100.0,239.81618988849803,251.87239376613877,251.87239376613877,254.9528023044096,254.9528023044096
2022-01-01T05:00:00.0,5,6,1,52,true,true,7.697500701929783,217.86987203819166,215.94087002005836,59.25151705620951,456.08859413057723,0.0,0.0,100.0,215.94087002005836,251.3529015519631,251.3529015519631,261.69073812169245,261.69073812169245
2022-01-01T06:00:00.0,6,6,1,52,true,true,10.88984356945819,218.20264959241834,221.9158282129124,118.58869296726989,1291.4123155200757,0.0,0.0,100.0,221.9158282129124,263.6477836997837,263.6477836997837,268.9434913873199,268.9434913873199
2022-01-01T07:00:00.0,7,6,1,52,true,true,15.014773510737218,224.958246898128,219.878099740624,225.44342357873603,3384.981944519916,0.0,0.0,100.0,219.878099740624,268.4729514053511,268.4729514053511,272.2569608496864,272.2569608496864
2022-01-01T08:00:00.0,8,6,1,52,true,true,19.613303885001322,233.76202348974113,236.93412874243072,384.68168928540797,7544.878870950363,0.0,0.0,100.0,236.93412874243072,276.7015773394887,276.7015773394887,291.6792403430742,291.6792403430742
2022-01-01T09:00:00.0,9,6,1,52,true,true,24.525102524127792,244.01413584179195,247.21294296411241,601.4806538189794,14751.374701189885,0.0,0.0,100.0,247.21294296411241,287.947056637053,287.947056637053,310.20225232881296,310.20225232881296
2022-01-01T10:00:00.0,10,6,1,52,true,true,29.411936615420267,266.2671769806382,275.26467523731907,865.0620154694993,25443.14916739662,0.0,0.0,100.0,275.26467523731907,316.9477097100264,316.9477097100264,335.1179545013959,335.1179545013959
2022-01-01T11:00:00.0,11,6,1,52,true,true,33.55442396407471,287.8333296981705,289.24690025906165,1125.899367560871,37778.90472002105,0.0,0.0,100.0,289.24690025906165,344.9046572342234,344.9046572342234,365.6832733386371,365.6832733386371
2022-01-01T12:00:00.0,12,6,1,52,true,true,37.25359360878709,307.51951022825796,307.15803016926634,1387.8302367686624,51701.66363856652,0.0,0.0,100.0,307.15803016926634,365.3419613172589,365.3419613172589,392.12285117153596,392.12285117153596
2022-01-01T13:00:00.0,13,6,1,52,true,true,39.81222915510038,322.84905283178693,327.6765690818887,1585.013590298225,63102.92427090133,0.0,0.0,100.0,327.6765690818887,383.68853992643596,383.68853992643596,408.1969725040925,408.1969725040925
2022-01-01T14:00:00.0,14,6,1,52,true,true,41.561044714051576,334.0653803116938,332.6505785361161,1727.3204377233944,71789.24194771714,0.0,0.0,100.0,332.6505785361161,397.76768533556015,397.76768533556015,425.4975531492482,425.4975531492482
2022-01-01T15:00:00.0,15,6,1,52,true,true,41.74615310131194,338.78551517947665,340.22246163837656,1742.7412987581765,72752.74507393804,0.0,0.0,100.0,340.22246163837656,406.0449543915674,406.0449543915674,423.59985153291694,423.59985153291694
2022-01-01T16:00:00.0,16,6,1,52,true,true,40.97231215087337,338.26225818814333,338.5426570772478,1678.7303629886057,68781.46444951811,0.0,0.0,100.0,338.5426570772478,405.4118174015642,405.4118174015642,416.0668704998562,416.0668704998562
2022-01-01T17:00:00.0,17,6,1,52,true,true,39.03617786182499,331.8782395533541,339.01552565919246,1523.8231820600354,59484.232764867666,0.0,0.0,100.0,339.01552565919246,396.3212619755961,396.3212619755961,417.5140257504346,417.5140257504346
2022-01-01T18:00:00.0,18,6,1,52,true,true,36.50745774036911,321.1849706019352,318.9150752385042,1332.7944706648366,48656.93781439414,0.0,0.0,100.0,318.9150752385042,376.0891619408327,376.0891619408327,394.73529302745897,394.73529302745897
2022-01-01T19:00:00.0,19,6,1,52,true,true,33.23097299012666,306.0760014386793,302.1144123084852,1104.2975658705275,36696.882584506115,0.0,0.0,100.0,302.1144123084852,363.7164614058203,363.7164614058203,385.6294664921339,385.6294664921339
2022-01-01T20:00:00.0,20,6,1,52,true,true,29.57718948480356,287.9563897302104,283.65061196048737,874.8101378199743,25874.425209528497,0.0,0.0,100.0,283.65061196048737,340.31721435233356,340.31721435233356,354.26036075268723,354.26036075268723
2022-01-01T21:00:00.0,21,6,1,52,true,true,25.5161562295444,267.34961900509666,269.2183925879026,651.0742287305175,16612.91173731801,0.0,0.0,100.0,269.2183925879026,311.55078692877936,311.55078692877936,336.09030645327215,336.09030645327215
2022-01-01T22:00:00.0,22,6,1,52,true,true,21.501793310383405,255.03352003200547,247.984786056209,462.32711556244857,9940.862080609511,0.0,0.0,100.0,247.984786056209,301.90507927400563,301.90507927400563,313.9338310232739,313.9338310232739
2022-01-01T23:00:00.0,23,6,1,52,true,true,17.53627532925891,244.0336592039007,234.9461599656156,307.52095242357467,5392.772091215736,0.0,0.0,100.0,234.9461599656156,287.34262016682834,287.34262016682834,294.4337641373044,294.4337641373044
2022-01-02T00:00:00.0,0,7,1,52,false,true,14.318087456744363,275.0392924501343,270.38018461223487,205.00762841898026,2935.3171530027107,0.0,0.0,100.0,270.38018461223487,350.8495487727059,350.8495487727059,354.6495784147372,354.6495784147372
2022-01-02T01:00:00.0,1,7,1,52,false,true,11.96258375216722,264.6839863175055,267.19123636250646,143.10341002761515,1711.8865276760725,0.0,0.0,100.0,267.19123636250646,359.85552356681717,359.85552356681717,362.9003625803126,362.9003625803126
2022-01-02T02:00:00.0,2,7,1,52,false,true,10.25457903922768,256.7383415482467,261.74211732387454,105.15639127176769,1078.3345257762935,0.0,0.0,100.0,261.74211732387454,354.22911467315697,354.22911467315697,360.85013232834933,360.85013232834933
2022-01-02T03:00:00.0,3,7,1,52,false,true,9.92289367724697,251.89822550775304,249.2856336183771,98.46381892994789,977.0460062975704,0.0,0.0,100.0,249.2856336183771,354.53066166386634,354.53066166386634,365.201737734182,365.201737734182
2022-01-02T04:00:00.0,4,7,1,52,false,true,11.00617794919278,250.04143567468705,251.87239376613877,121.1359530492974,1333.243855305629,0.0,0.0,100.0,251.87239376613877,363.8751732997261,363.8751732997261,369.5597988913011,369.5597988913011
2022-01-02T05:00:00.0,5,7,1,52,false,true,12.733406438332285,251.74686529102505,251.3529015519631,162.13963952376207,2064.589929820748,0.0,0.0,100.0,251.3529015519631,368.11061920511287,368.11061920511287,371.11584252506185,371.11584252506185
2022-01-02T06:00:00.0,6,7,1,52,false,true,15.415197546602508,256.7442099537976,263.6477836997837,237.62831540078,3663.087424569391,0.0,0.0,100.0,263.6477836997837,379.87060637242286,379.87060637242286,392.9701379894867,392.9701379894867
2022-01-02T07:00:00.0,7,7,1,52,false,true,18.558774330382093,264.693061404467,268.4729514053511,344.4281046460493,6392.163467167257,0.0,0.0,100.0,268.4729514053511,399.2633757095093,399.2633757095093,404.6174593305456,404.6174593305456
2022-01-02T08:00:00.0,8,7,1,52,false,true,22.67106574750456,275.0518660341773,276.7015773394887,513.9772221276745,11652.411395576264,0.0,0.0,100.0,276.7015773394887,390.89446939482644,390.89446939482644,410.61809977845405,410.61809977845405
2022-01-02T09:00:00.0,9,7,1,52,false,true,27.163549956979153,293.6067399071695,287.947056637053,737.8584462653022,20042.854766306555,0.0,0.0,100.0,287.947056637053,398.49521430198735,398.49521430198735,419.2772802207499,419.2772802207499
2022-01-02T10:00:00.0,10,7,1,52,false,true,31.20883760733581,318.6902490507825,316.9477097100264,973.9915448010579,30397.143952614355,0.0,0.0,100.0,316.9477097100264,390.165631003823,390.165631003823,419.24348427559784,419.24348427559784
2022-01-02T11:00:00.0,11,7,1,52,false,true,35.00943538581737,343.0398241855841,344.9046572342234,1225.6605660337214,42909.68439150191,0.0,0.0,100.0,344.9046572342234,404.31934511272834,404.31934511272834,416.0626799853986,416.0626799853986
2022-01-02T12:00:00.0,12,7,1,52,false,true,38.479118818763475,365.51463360202337,365.3419613172589,1480.6425850685173,56973.821958972585,0.0,0.0,100.0,365.3419613172589,411.7284812044612,411.7284812044612,418.3306298430831,418.3306298430831
2022-01-02T13:00:00.0,13,7,1,52,false,true,40.9254300610846,383.21483780354146,383.68853992643596,1674.890825684727,68545.62734651253,0.0,0.0,100.0,383.68853992643596,403.69233180653254,403.69233180653254,431.6798272267261,431.6798272267261
2022-01-02T14:00:00.0,14,7,1,52,false,true,42.13667435380644,394.7992725638765,397.76768533556015,1775.4993255987295,74813.63689815662,0.0,0.0,100.0,397.76768533556015,426.90742505194083,426.90742505194083,445.9964726060229,445.9964726060229
2022-01-02T15:00:00.0,15,7,1,52,false,true,42.52946523446327,400.97633351427527,406.0449543915674,1808.7554131294196,76925.40046033489,0.0,0.0,100.0,406.0449543915674,434.78052317290377,434.78052317290377,470.1511879845581,470.1511879845581
2022-01-02T16:00:00.0,16,7,1,52,false,true,42.08423193592462,401.34671970060185,405.4118174015642,1771.0825776366978,74534.64997493802,0.0,0.0,100.0,405.4118174015642,456.1399535697609,456.1399535697609,463.84082684391365,463.84082684391365
2022-01-02T17:00:00.0,17,7,1,52,false,true,40.06929999182144,393.59864848848997,396.3212619755961,1605.5488018345816,64333.216592219316,0.0,0.0,100.0,396.3212619755961,450.5700080880157,450.5700080880157,476.7448153473562,476.7448153473562
2022-01-02T18:00:00.0,18,7,1,52,false,true,37.346809923748204,380.43517137327046,376.0891619408327,1394.7842114805774,52090.74083081014,0.0,0.0,100.0,376.0891619408327,447.2584477624854,427.2584477624854,480.80946769412714,460.80946769412714
2022-01-02T19:00:00.0,19,7,1,52,false,true,33.817739153050645,361.89954112433634,363.7164614058203,1143.6394814237747,38675.301667919324,0.0,0.0,100.0,363.7164614058203,442.4159082771296,422.4159082771296,469.3931119015003,449.3931119015003
2022-01-02T20:00:00.0,20,7,1,52,false,true,29.567512346464785,338.789646910611,340.31721435233356,874.2377863583474,25849.03654189648,0.0,0.0,100.0,340.31721435233356,409.95295871859423,389.95295871859423,436.34150704807126,416.34150704807126
2022-01-02T21:00:00.0,21,7,1,52,false,true,25.567119557350996,314.72503108665006,311.55078692877936,653.6776024598797,16712.6534140543,0.0,0.0,100.0,311.55078692877936,383.85638962232093,383.85638962232093,413.0199038260945,413.0199038260945
2022-01-02T22:00:00.0,22,7,1,52,false,true,21.394707849495283,300.0805852431846,301.90507927400563,457.7335239652551,9793.07501815658,0.0,0.0,100.0,301.90507927400563,372.16916008046303,372.16916008046303,380.1249442541572,380.1249442541572
2022-01-02T23:00:00.0,23,7,1,52,false,true,17.362995719040434,287.1377974407747,287.34262016682834,301.4736203394164,5234.485179356909,0.0,0.0,100.0,287.34262016682834,367.1197381179303,367.1197381179303,379.59296631841903,379.59296631841903
2022-01-03T00:00:00.0,0,1,1,1,false,false,14.253783124551209,354.33156612437716,350.8495487727059,203.17033336174083,2895.9458690810247,0.0,0.0,100.0,350.8495487727059,358.88292962197835,358.88292962197835,365.2260047504085,365.2260047504085
